"","sample","Area.12.0","Area.BHT","Area.13.0","Area.i.14.0","Area.14.0","Area.14.1n.9","Area.14.1n.7","Area.14.1n.5","Area.i.15.0","Area.ai.15.0","Area.15.0","Area.i16.0","Area.16.0","Area.16.1n.11","Area.16.1n.9","Area.16.1n.7","Area.16.1n.5","Area.17.1.a.","Area.i.17.0","Area.16.2n.6","Area.ai.17.0","Area.17.1.b.","Area.16.2n.4","Area.17.0","Area.Phytane","Area.16.3n.4","Area.17.1","Area.16.4n.3","Area.16.4n.1","Area.18.0","Area.18.1n.13","Area.18.1n.11","Area.18.1n.9","Area.18.1n.7","Area.18.1n.5","Area.18.2d5.11","Area.18.2n.7","Area.18.2n.6","Area.18.2n.4","Area.18.3n.6","Area.18.3n.4","Area.18.3n.3","Area.18.3n.1","Area.18.4n.3","Area.18.4n.1","Area.20.0","Area.20.1n.11","Area.20.1n.9","Area.20.1n.7","Area.20.2NMID1","Area.20.2n.9","Area.20.2NMID2","Area.20.2n.6","Area.20.3NMIT","Area.20.3n.6","Area.20.4n.6","Area.20.3n.3","Area.20.4n.3","Area.20.5n.3","Area.22.0","Area.22.1n.11","Area.22.1n.9","Area.22.1n.7","Area.22.2NMID1","Area.22.2NMID2","Area.22.2n.6","Area.21.5n.3","Area.23.0","Area.22.4n.6","Area.22.5n.6","Area.22.4n.3","Area.22.5n.3","Area.24.0","Area.22.6n.3","Area.24.1n.9","Area.12.0.1","Area.BHT.1","Area.13.0.1","Area.i.14.0.1","Area.14.0.1","Area.14.1n.9.1","Area.14.1n.7.1","Area.14.1n.5.1","Area.i.15.0.1","Area.ai.15.0.1","Area.15.0.1","Area.i16.0.1","Area.16.0.1","Area.16.1n.11.1","Area.16.1n.9.1","Area.16.1n.7.1","Area.16.1n.5.1","Area.17.1.a..1","Area.i.17.0.1","Area.16.2n.6.1","Area.ai.17.0.1","Area.17.1.b..1","Area.16.2n.4.1","Area.17.0.1","Area.Phytane.1","Area.16.3n.4.1","Area.17.1.1","Area.16.4n.3.1","Area.16.4n.1.1","Area.18.0.1","Area.18.1n.13.1","Area.18.1n.11.1","Area.18.1n.9.1","Area.18.1n.7.1","Area.18.1n.5.1","Area.18.2d5.11.1","Area.18.2n.7.1","Area.18.2n.6.1","Area.18.2n.4.1","Area.18.3n.6.1","Area.18.3n.4.1","Area.18.3n.3.1","Area.18.3n.1.1","Area.18.4n.3.1","Area.18.4n.1.1","Area.20.0.1","Area.20.1n.11.1","Area.20.1n.9.1","Area.20.1n.7.1","Area.20.2NMID1.1","Area.20.2n.9.1","Area.20.2NMID2.1","Area.20.2n.6.1","Area.20.3NMIT.1","Area.20.3n.6.1","Area.20.4n.6.1","Area.20.3n.3.1","Area.20.4n.3.1","Area.20.5n.3.1","Area.22.0.1","Area.22.1n.11.1","Area.22.1n.9.1","Area.22.1n.7.1","Area.22.2NMID1.1","Area.22.2NMID2.1","Area.22.2n.6.1","Area.21.5n.3.1","Area.23.0.1","Area.22.4n.6.1","Area.22.5n.6.1","Area.22.4n.3.1","Area.22.5n.3.1","Area.24.0.1","Area.22.6n.3.1","Area.24.1n.9.1","Quantity.12.0","Quantity.BHT","Quantity.13.0","Quantity.i.14.0","Quantity.14.0","Quantity.14.1n.9","Quantity.14.1n.7","Quantity.14.1n.5","Quantity.i.15.0","Quantity.ai.15.0","Quantity.15.0","Quantity.i16.0","Quantity.16.0","Quantity.16.1n.11","Quantity.16.1n.9","Quantity.16.1n.7","Quantity.16.1n.5","Quantity.17.1.a.","Quantity.i.17.0","Quantity.16.2n.6","Quantity.ai.17.0","Quantity.17.1.b.","Quantity.16.2n.4","Quantity.17.0","Quantity.Phytane","Quantity.16.3n.4","Quantity.17.1","Quantity.16.4n.3","Quantity.16.4n.1","Quantity.18.0","Quantity.18.1n.13","Quantity.18.1n.11","Quantity.18.1n.9","Quantity.18.1n.7","Quantity.18.1n.5","Quantity.18.2d5.11","Quantity.18.2n.7","Quantity.18.2n.6","Quantity.18.2n.4","Quantity.18.3n.6","Quantity.18.3n.4","Quantity.18.3n.3","Quantity.18.3n.1","Quantity.18.4n.3","Quantity.18.4n.1","Quantity.20.0","Quantity.20.1n.11","Quantity.20.1n.9","Quantity.20.1n.7","Quantity.20.2NMID1","Quantity.20.2n.9","Quantity.20.2NMID2","Quantity.20.2n.6","Quantity.20.3NMIT","Quantity.20.3n.6","Quantity.20.4n.6","Quantity.20.3n.3","Quantity.20.4n.3","Quantity.20.5n.3","Quantity.22.0","Quantity.22.1n.11","Quantity.22.1n.9","Quantity.22.1n.7","Quantity.22.2NMID1","Quantity.22.2NMID2","Quantity.22.2n.6","Quantity.21.5n.3","Quantity.23.0","Quantity.22.4n.6","Quantity.22.5n.6","Quantity.22.4n.3","Quantity.22.5n.3","Quantity.24.0","Quantity.22.6n.3","Quantity.24.1n.9","Total.Peak.Area","file","Area.DMA.1","Area.DMA.2","Area.DMA.1.1","Area.DMA.2.1","Quantity.DMA.1","Quantity.DMA.2"
"157","2025\08\28\SCAL_0349.DATA",18.6,2391.5,0.2,NA,100.6,NA,NA,NA,3.7,1.2,50.8,21.8,1368.7,22.6,11,85.5,18.5,NA,38.8,1.5,6.1,3.8,3.8,55.3,47.7,NA,8.1,NA,3.1,410.3,NA,0,76.2,276.1,13.8,2.7,NA,22.8,16.9,3,NA,21.6,NA,115.2,NA,2.8,75,42.4,NA,16.7,5.5,NA,26.3,2.6,3.8,99.8,8.6,17.6,1372.1,4.3,NA,NA,NA,5.1,8,NA,75.2,1611.8,6.9,47.7,NA,78.7,NA,2523,NA,1118.5,143487.5,9.1,NA,6037.9,NA,NA,NA,222.8,71.4,3048.5,1310.9,82120.8,1357.5,660.7,5131.3,1112.1,NA,2330.7,87.8,366.5,227.2,227.8,3315.3,2859.9,NA,485.1,NA,184.8,24616.5,NA,0.2,4572.1,16564.1,828.3,162.5,NA,1366.8,1012.5,179.2,NA,1296.3,NA,6909.6,NA,169.4,4499.7,2541.2,NA,1000.2,328.3,NA,1577.2,155,225.4,5990.7,518.2,1055.2,82325.6,256.8,NA,NA,NA,307.2,477.3,NA,4511.5,96706.5,412.4,2860.8,NA,4720.6,NA,151379,NA,0.2,0,0,NA,1.2,NA,NA,NA,0.04,0.01,0.6,0.25,15.86,0.26,0.13,1,0.22,NA,0.45,0.02,0.07,0.04,0.04,0.63,0.56,NA,0.09,NA,0.04,4.58,NA,0,0.86,3.1,0.15,0.03,NA,0.25,0.19,0.03,NA,0.24,NA,1.29,NA,0.03,0.82,0.46,NA,0.18,0.06,NA,0.29,0.03,0.04,1.08,0.09,0.19,14.86,0.05,NA,NA,NA,0.06,0.09,NA,0.81,17.46,0.07,0.51,NA,0.84,NA,26.28,NA,11617.68,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",126.1,174.6,7568,10477.1,1.37,1.89
"158","2025\08\28\SCAL_0350.DATA",27.3,3702.7,1.4,2,146.2,NA,NA,NA,5.5,1.7,70.3,4.5,2045.4,35.5,18,150.2,30.1,NA,74.3,7,11.3,6.7,7.6,80.5,93.7,NA,15.2,3.5,4.3,586,NA,13.8,116.8,519.5,18.3,7.1,NA,30,31.2,3.7,NA,29.5,18.6,159.1,NA,5,97,72.3,NA,154.5,8.9,NA,45.8,6.8,7.1,132.6,35.6,22.8,2024,6.3,3.5,NA,14.6,6.5,11.8,3,102.3,2392.7,32.2,56.1,NA,106.6,NA,3551.4,11.7,1637.7,222161.6,83.5,117.6,8774.1,NA,NA,NA,332.7,99.9,4217.2,268.6,122723.9,2131.8,1082.2,9011,1806.9,NA,4459.7,417.7,679.4,400.3,453.2,4828.2,5622.6,NA,909.5,207.8,260.4,35157.3,NA,829.1,7007.4,31170.8,1097.6,426.2,NA,1800.4,1872.6,221,NA,1771.6,1116.6,9545.1,NA,301.3,5817.4,4337.7,NA,9271.5,535.7,NA,2746.9,407.2,423.4,7955.1,2136.3,1370,121442.8,375.4,211.1,NA,875.5,392.2,706.3,179.5,6135.8,143562.5,1932.4,3364.6,NA,6396.4,NA,213084.5,702.9,0.2,0,0.01,0.02,1.16,NA,NA,NA,0.04,0.01,0.56,0.03,15.75,0.28,0.14,1.16,0.23,NA,0.57,0.05,0.09,0.05,0.06,0.61,0.73,NA,0.11,0.03,0.03,4.35,NA,0.1,0.87,3.88,0.14,0.05,NA,0.22,0.23,0.03,NA,0.22,0.14,1.18,NA,0.04,0.71,0.53,NA,1.12,0.06,NA,0.33,0.05,0.05,0.95,0.26,0.16,14.58,0.05,0.03,NA,0.11,0.05,0.08,0.02,0.74,17.23,0.23,0.4,NA,0.75,NA,24.59,0.08,17687.16,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",219.2,264.5,13150.6,15870.7,1.58,1.9
"159","2025\08\28\SCAL_0351.DATA",26.5,4755.1,1.7,NA,118,NA,NA,NA,4.3,1.3,63.6,3.4,1801.5,29,12.2,100.3,23.6,NA,54.9,3.8,11,5.1,3.3,64.3,67.5,NA,9.6,2.7,4.2,562.6,NA,6.2,97.1,419.8,20.1,3.3,NA,22.4,16.3,2.4,NA,19.6,6.4,91.2,NA,3.4,92.6,59.1,NA,104.6,8.1,NA,33.2,3.7,4.2,113.1,17,15.9,1658.2,5.3,NA,NA,4.5,7.1,10.5,NA,83.1,2071.4,17.7,47.2,NA,88.2,NA,3157.8,7.4,1591.5,285303.5,103.9,NA,7082.4,NA,NA,NA,255.9,75.3,3815.5,203.7,108087.8,1739.5,734.4,6020.2,1415.6,NA,3295.3,226.2,662.3,304.3,199.2,3858.5,4047,NA,577.4,164.8,253.9,33753.1,NA,372,5826.3,25189.1,1205.2,195.9,NA,1342.1,977.4,145,NA,1175.7,384.4,5472.1,NA,205,5558.5,3545.7,NA,6273.3,486.1,NA,1993.4,219.2,250.3,6787.6,1019.2,956,99495,318.3,NA,NA,268.9,424.6,631.3,NA,4985.7,124286.6,1060.8,2829.7,NA,5294.1,NA,189470.9,446.8,0.23,0,0.02,NA,1.11,NA,NA,NA,0.04,0.01,0.59,0.03,16.38,0.26,0.11,0.92,0.22,NA,0.49,0.03,0.1,0.04,0.03,0.58,0.62,NA,0.08,0.03,0.04,4.93,NA,0.05,0.86,3.7,0.18,0.03,NA,0.2,0.14,0.02,NA,0.17,0.06,0.8,NA,0.03,0.8,0.51,NA,0.89,0.07,NA,0.28,0.03,0.04,0.96,0.14,0.14,14.1,0.05,NA,NA,0.04,0.06,0.09,NA,0.71,17.61,0.15,0.39,NA,0.74,NA,25.81,0.06,16563.29,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",165.7,214.9,9940.4,12891.4,1.41,1.83
"160","2025\08\28\SCAL_0352.DATA",21.6,3842.3,1.6,NA,105.3,NA,NA,NA,3.7,1.5,50.6,23.5,1455.2,23.8,11.1,88.3,22.1,NA,47.7,4.1,6.3,5.3,5,58.7,54.7,NA,7,2.1,10.3,412.3,2.8,0,58.9,302.2,14.7,2.7,NA,20.7,20.2,2.7,NA,18.4,NA,86.1,NA,2.7,72.6,40.4,NA,17.2,5.6,NA,30.7,2.6,4.2,113.7,10.1,14.2,1423.8,3.8,NA,NA,3,4.6,7,NA,74.5,1761,7.3,49.4,NA,75.5,NA,2482.2,NA,1294.7,230537.8,93.8,NA,6316,NA,NA,NA,224.9,87.5,3035.2,1409.2,87314.3,1428.7,663.4,5300.1,1324.6,NA,2860.6,248.2,376.4,315.5,299,3522.4,3283.4,NA,420.6,127.6,617.3,24740.7,167,0.1,3534.5,18130,880.3,160,NA,1239.7,1212.8,161.3,NA,1105.6,NA,5163.1,NA,161.5,4357,2423.6,NA,1034.5,335.8,NA,1842.7,156.1,250.3,6822.4,607,854.2,85426,226.8,NA,NA,182.4,273.9,420.5,NA,4471.5,105657.8,440.1,2966.1,NA,4528.5,NA,148933.2,NA,0.23,0,0.02,NA,1.22,NA,NA,NA,0.04,0.02,0.58,0.26,16.33,0.27,0.12,1,0.25,NA,0.53,0.05,0.07,0.06,0.06,0.65,0.62,NA,0.07,0.02,0.12,4.46,0.03,0,0.64,3.28,0.16,0.03,NA,0.22,0.22,0.03,NA,0.2,NA,0.93,NA,0.03,0.77,0.43,NA,0.18,0.06,NA,0.32,0.03,0.04,1.19,0.11,0.15,14.94,0.04,NA,NA,0.03,0.05,0.07,NA,0.78,18.47,0.08,0.51,NA,0.78,NA,25.04,NA,13377.16,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",134,164,8039.4,9840.6,1.41,1.72
"161","2025\08\28\SCAL_0353.DATA",22.1,4045.8,1.4,NA,107.6,NA,NA,NA,3.8,1,55.3,22,1675.7,24.9,12.3,87.2,21.9,NA,41.9,4.1,11.7,5.4,4.3,51.2,55.8,NA,6.7,NA,3.9,529.7,NA,0,79.1,381.8,15.9,2.5,NA,21.9,17.9,2.5,NA,19.1,NA,101.5,NA,2.8,80.9,49.6,NA,36.9,7.5,NA,31.4,3.2,4.2,109.6,10.3,18,1508.9,4.6,NA,NA,2.2,6.3,12.3,NA,81.3,2130.2,7.9,41.7,NA,80.9,NA,3024.2,NA,1324.6,242746.6,85.5,NA,6455,NA,NA,NA,230.8,61.2,3315,1319,100539.6,1494.9,739.1,5229.3,1315.5,NA,2512.4,247.8,699.7,323.9,256.8,3070.6,3349.6,NA,400.1,NA,232.7,31780.2,NA,0.2,4744.7,22905,951.5,148.9,NA,1314.9,1074.9,148.3,NA,1148.8,NA,6089.4,NA,168.7,4854,2974.9,NA,2215.6,447.8,NA,1882.5,191.6,254.1,6573.1,616.3,1081.7,90532,273,NA,NA,132.4,380.3,740.8,NA,4878.4,127814,474.9,2503.9,NA,4854.5,NA,181450,NA,0.2,0,0.01,NA,1.07,NA,NA,NA,0.04,0.01,0.55,0.21,16.19,0.24,0.12,0.85,0.21,NA,0.4,0.04,0.11,0.05,0.04,0.49,0.55,NA,0.06,NA,0.04,4.93,NA,0,0.74,3.57,0.15,0.02,NA,0.2,0.17,0.02,NA,0.18,NA,0.95,NA,0.03,0.74,0.45,NA,0.34,0.07,NA,0.28,0.03,0.04,0.99,0.09,0.16,13.63,0.04,NA,NA,0.02,0.06,0.11,NA,0.73,19.24,0.07,0.37,NA,0.72,NA,26.26,NA,15193.73,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",147,198,8819.9,11881.7,1.33,1.79
"162","2025\08\28\SCAL_0577.DATA",18.9,3291.4,1.3,1.4,121.1,NA,NA,NA,3.4,1.2,45.9,26.3,1871,25.3,16.2,165.7,26.4,NA,53.2,7.1,NA,4.6,11.3,60.5,51,7.5,11.6,2.6,7,533.8,NA,0.2,95.8,396,20.7,3.7,NA,36.4,49.8,5.3,3.6,30,6.1,268,9.1,3.4,68.8,58.5,NA,101,5.1,NA,50.7,8,8.2,117,21.1,26.4,2262.7,5.9,NA,NA,2.6,4.7,8.9,4.1,149.3,2955.7,11.6,48.7,NA,89.4,NA,2626.2,NA,1136.8,197484.1,79.8,85.8,7264.1,NA,NA,NA,203.5,74.7,2752.2,1579.2,112258.6,1519.6,971,9943.7,1581.1,NA,3191.5,425.8,NA,278.6,678.9,3627.4,3062,448.1,697.3,157.8,421.5,32030.7,NA,11.5,5747.8,23759.5,1240.1,223.7,NA,2182.2,2988.4,318.5,214.5,1798.5,365.5,16077.2,544.3,206.9,4126.5,3508.3,NA,6060.1,303.8,NA,3040.6,478.8,490.3,7018.3,1263,1583.6,135764.5,354.7,NA,NA,153.3,282.4,535.1,243.4,8958.9,177343.5,697.9,2920.3,NA,5365.6,NA,157574.4,NA,0.14,0,0.01,0.01,1.01,NA,NA,NA,0.03,0.01,0.38,0.21,15.17,0.21,0.13,1.35,0.21,NA,0.43,0.06,NA,0.04,0.09,0.49,0.42,0.06,0.09,0.02,0.06,4.17,NA,0,0.75,3.11,0.16,0.03,NA,0.28,0.39,0.04,0.03,0.23,0.05,2.09,0.07,0.03,0.53,0.45,NA,0.77,0.04,NA,0.39,0.06,0.06,0.89,0.16,0.2,17.16,0.04,NA,NA,0.02,0.04,0.07,0.03,1.13,22.41,0.09,0.36,NA,0.66,NA,19.15,NA,16488.18,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",181.2,242.7,10873.9,14563.4,1.37,1.84
"163","2025\08\28\SCAL_0578.DATA",18.7,3294.4,NA,NA,111.6,4.2,NA,NA,3.2,NA,45.2,22.7,1776.4,23.3,16.1,191.7,23.3,NA,46.5,8.9,8.6,4.8,12,51.7,40,12.1,12.7,NA,12.7,578.4,1.4,0,137.3,394,20.6,2.1,NA,36.7,49.7,5.1,9.6,34.5,7,353.3,18.5,3.6,78.9,68.9,NA,109.7,5.7,NA,46.8,11.1,8,92.1,24.1,50,2292.1,8.8,NA,5.6,NA,6.4,14,3.7,143,3051.9,11.7,38.3,3,100.9,NA,2466.1,NA,1121,197666.1,NA,NA,6695.5,254.7,NA,NA,192.3,NA,2710.3,1363.5,106586.3,1400.8,966.8,11504.4,1396.2,NA,2788.7,535.4,518.8,289.6,722,3101.6,2402,724.6,763.7,NA,761.7,34706.5,82.8,0.2,8238.4,23637.1,1237.2,129,NA,2204.5,2979.9,309,573.1,2068.6,417.3,21195.8,1109.8,214.9,4735.6,4135.9,NA,6579.2,340.2,NA,2809.2,666.3,482,5528.2,1444,2997.9,137527.6,526.2,NA,335.1,NA,383.4,840.8,225,8582,183116.8,703.5,2298.4,182.8,6054.4,NA,147967.7,NA,0.14,0,NA,NA,0.93,0.03,NA,NA,0.03,NA,0.37,0.18,14.26,0.19,0.13,1.55,0.19,NA,0.37,0.07,0.07,0.04,0.1,0.41,0.33,0.1,0.1,NA,0.1,4.48,0.01,0,1.07,3.06,0.16,0.02,NA,0.28,0.38,0.04,0.07,0.27,0.05,2.73,0.14,0.03,0.6,0.52,NA,0.83,0.04,NA,0.35,0.08,0.06,0.69,0.18,0.38,17.21,0.07,NA,0.04,NA,0.05,0.11,0.03,1.07,22.91,0.09,0.28,0.02,0.74,NA,17.8,NA,16622.58,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",180.7,268.6,10840.6,16113.4,1.36,2.02
"164","2025\08\28\SCAL_0579.DATA",22.6,3768.1,1.4,NA,145.4,3.8,NA,NA,3.8,1.4,58.9,29.5,1974.2,28,16,1.2,28,NA,58.7,8.1,6.1,5.6,12.5,69.2,57.6,10,14.5,3.3,10.5,573.1,NA,14.3,112.1,437.6,24.5,8.2,6,38.2,55.7,6,4.4,33.2,7.6,282.6,8.2,3.5,85.3,60.3,NA,32.2,7,NA,49.2,9.1,7.4,126.1,18.4,29.9,2681.8,4.6,NA,NA,5.2,6.7,12,3.8,151.2,3250.8,5.7,50.2,NA,96.8,NA,2800.9,NA,1353.7,226083.6,84,NA,8726.1,226,NA,NA,225.2,81.5,3531.1,1771.4,118451,1678.1,961.8,69.8,1678.8,NA,3520,483.5,365.1,334.9,748.4,4153.3,3458.5,602.7,872.7,196,630,34388,NA,860.8,6727.7,26253.5,1467.6,494.7,362.9,2291.9,3342.6,357.9,263.3,1992.6,458.3,16954,494.7,208.4,5117.9,3619.2,NA,1933.3,420.3,NA,2952.3,545.4,446.7,7565.8,1102,1792,160905.3,273.5,NA,NA,310.7,404.1,719,229.2,9072.8,195045.4,342,3012.5,NA,5805.4,NA,168055.8,NA,0.16,0,0.01,NA,1.13,0.03,NA,NA,0.03,0.01,0.45,0.22,14.82,0.21,0.12,0.01,0.21,NA,0.44,0.06,0.05,0.04,0.09,0.51,0.44,0.08,0.1,0.02,0.08,4.15,NA,0.1,0.82,3.18,0.18,0.06,0.04,0.28,0.4,0.04,0.03,0.24,0.06,2.04,0.06,0.02,0.6,0.43,NA,0.23,0.05,NA,0.35,0.06,0.05,0.89,0.13,0.21,18.82,0.03,NA,NA,0.04,0.05,0.08,0.03,1.06,22.82,0.04,0.35,NA,0.67,NA,18.9,NA,18216.82,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",181.1,258.6,10866.5,15518.5,1.27,1.82
"165","2025\08\28\SCAL_0580.DATA",20.3,7387.1,2,NA,213,6.3,NA,NA,7.1,1.2,98.4,45,3342.5,46.7,29.4,2.5,43.4,NA,89.6,11.9,11.9,9.7,16.8,105.8,82.9,16.6,21.5,5.8,18.8,928.7,NA,0,192.7,600.9,44.5,12.7,9.7,64.5,71.2,8.6,12,54.7,10,481.8,22.9,5.2,125.7,107.5,NA,120.6,8.4,NA,79.5,12.7,14.2,199.5,31.6,60.2,4086.6,13.1,NA,6.4,4.3,9.3,17.1,8.4,208.8,5792.7,20.3,78.6,3.9,162.3,NA,5187.8,NA,1216.7,443226.6,117.3,NA,12782.9,378.6,NA,NA,423.2,73.8,5906.8,2701.7,200552.5,2802,1766.9,152.5,2604.3,NA,5373.5,715.3,712.9,580.8,1010,6346.2,4972.8,998.4,1291.5,346.1,1129.3,55721.1,NA,0.2,11564.2,36056.2,2670.7,764.9,581.3,3867.8,4269.2,513.1,718.8,3281.7,597.9,28905.7,1376.3,314.9,7543.2,6450.1,NA,7237.9,506.4,NA,4771.9,761.7,852.3,11970,1893.3,3612.3,245198.8,784.9,NA,382.5,256.5,557.4,1027,501.5,12529.2,347563.3,1217.7,4718.5,232.7,9736.2,NA,311265,NA,0.08,0,0.01,NA,0.99,0.03,NA,NA,0.03,0.01,0.45,0.2,14.97,0.21,0.13,0.01,0.2,NA,0.4,0.05,0.05,0.04,0.07,0.47,0.38,0.07,0.09,0.03,0.08,4.01,NA,0,0.84,2.61,0.19,0.06,0.04,0.28,0.31,0.04,0.05,0.24,0.04,2.08,0.1,0.02,0.53,0.45,NA,0.51,0.04,NA,0.33,0.05,0.06,0.84,0.13,0.25,17.11,0.05,NA,0.03,0.02,0.04,0.07,0.03,0.87,24.25,0.08,0.32,0.02,0.67,NA,20.88,NA,31659.85,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",257.9,317.6,15471.4,19056.7,1.08,1.33
"166","2025\08\28\SCAL_0581_1.DATA",5.7,5491.5,1.6,3.3,131.3,3.6,NA,NA,3.7,1,55.9,30,1954.4,29.7,15.8,156.9,28,NA,56.7,7.2,6.2,5.6,9.9,64.8,61,7.7,12.6,2.7,9.3,580.9,NA,6,97.4,458.8,32.7,10.7,6,35.4,42.5,4.5,NA,29.8,5.3,240.5,8.3,3.5,87.6,69.7,NA,138.4,7.9,NA,50,8.4,7.2,127.2,30.9,32.4,2389,2,NA,5.4,8.2,5.4,10.4,NA,124.4,3459.8,28.4,48.7,NA,105.5,NA,2862,8.1,341.4,329488,94.5,200.4,7877.4,218.1,NA,NA,220.5,57.3,3351.6,1802.8,117261.9,1783.5,946.1,9415.4,1680.3,NA,3402,431.9,370.3,337.6,592,3886.3,3661.3,463.6,754.6,162.7,556.9,34856,NA,361.1,5844.5,27530,1961.5,641.8,359,2123.2,2551.8,269,NA,1788.3,319.2,14428.7,498.5,209.8,5253.9,4180.2,NA,8303.4,476.9,NA,2997.6,506,432.6,7634.4,1853.6,1943.7,143340.2,122.4,NA,324,493.7,324.9,626.2,NA,7466.7,207588.1,1703.5,2922.9,NA,6330.6,NA,171717.5,488.9,0.04,0,0.01,0.03,1.01,0.03,NA,NA,0.03,0.01,0.43,0.22,14.49,0.22,0.12,1.17,0.21,NA,0.42,0.05,0.05,0.04,0.07,0.48,0.46,0.06,0.09,0.02,0.07,4.15,NA,0.04,0.7,3.3,0.23,0.08,0.04,0.25,0.3,0.03,NA,0.21,0.04,1.72,0.06,0.02,0.61,0.49,NA,0.96,0.06,NA,0.35,0.06,0.05,0.88,0.21,0.22,16.56,0.01,NA,0.04,0.06,0.04,0.07,NA,0.86,23.99,0.19,0.33,NA,0.72,NA,19.08,0.05,19964.24,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",182.9,265.9,10972.4,15951.4,1.27,1.84
"167","2025\08\28\SCAL_0581_2.DATA",5.6,5439.3,1.4,3.7,131.1,3.9,NA,NA,3.5,1,55.8,30,1953.5,30.6,15.8,156.8,28.1,NA,56.4,7.7,6.1,5.5,9.7,64.6,61.9,8,13.2,3.2,9.5,582.5,NA,5.9,97,459.7,19.2,5.3,NA,36.4,42,4.2,NA,30.2,5.2,233.6,8.8,3.6,88.3,70.6,NA,139.8,7.8,NA,50.2,8.4,8,128,31.8,31.5,2398.3,4.4,NA,5.6,9.1,5.7,10.5,2.9,125.4,3449.2,30.2,49.1,NA,106,NA,2872.5,10.5,336.8,326360.2,81,220.9,7863.2,236.7,NA,NA,211.1,58.5,3345.6,1801.6,117212.2,1835.9,950,9405.9,1684.4,NA,3381.6,460.1,368,332.6,582.2,3875.9,3712.7,482.5,791.1,191.3,573,34950.2,NA,355.4,5820.8,27581.8,1150.4,316.1,NA,2186.3,2521.9,252.4,NA,1811,311.7,14014.5,526.3,216.8,5296.5,4235.8,NA,8390.7,470.2,NA,3012.6,506.4,480.5,7682,1910.7,1889.8,143896.7,261.7,NA,334.6,543.1,339.8,629,174.3,7522.8,206949.9,1809.8,2948.3,NA,6362.8,NA,172348.6,627.6,0.04,0,0.01,0.03,1,0.03,NA,NA,0.03,0.01,0.42,0.22,14.48,0.23,0.12,1.17,0.21,NA,0.41,0.06,0.04,0.04,0.07,0.47,0.47,0.06,0.09,0.02,0.07,4.16,NA,0.04,0.7,3.3,0.14,0.04,NA,0.26,0.3,0.03,NA,0.22,0.04,1.67,0.06,0.03,0.62,0.49,NA,0.97,0.05,NA,0.35,0.06,0.06,0.89,0.22,0.22,16.62,0.03,NA,0.04,0.06,0.04,0.07,0.02,0.87,23.91,0.2,0.33,NA,0.72,NA,19.14,0.07,19984.75,"C:/Users/freya/OneDrive - Dalhousie University/Ch 1/Freya_Scallops/SCAL_Freya_10-25_2025-11-14.csv",184.6,268.9,11075.6,16131.9,1.28,1.86
